 "MMM"   1.08643631   1.08643631   1.08643631   0.00000000   0.00000000   96.00000000   -39.41548075   100.0000
 "MMM"   1.08643631   1.08643631   1.08643631   0.00000000   0.00000000   97.00000000   -39.41392274   101.0000
 "MMM"   1.08643631   1.08643631   1.08643631   0.00000000   0.00000000   97.50000000   -39.41305350   102.0000
 "MMM"   1.08643631   1.08643631   1.08643631   0.00000000   0.00000000   98.00000000   -39.41212403   103.0000
 "MMM"   1.08643631   1.08643631   1.08643631   0.00000000   0.00000000   99.00000000   -39.41008417   104.0000
 "MMM"   1.08643631   1.08643631   1.08643631   0.00000000   0.00000000   100.00000000   -39.40780265   105.0000
 "MMM"   1.08643631   1.08643631   1.08643631   0.00000000   0.00000000   102.50000000   -39.40103752   106.0000
 "MMM"   1.08643631   1.08643631   1.08643631   0.00000000   0.00000000   105.00000000   -39.39274664   107.0000
 "MMM"   1.08643631   1.08643631   1.08643631   0.00000000   0.00000000   107.50000000   -39.38291496   108.0000
 "MMM"   1.08643631   1.08643631   1.08643631   0.00000000   0.00000000   110.00000000   -39.37152324   109.0000
 "MMM"   1.23643631   1.08643631   1.08643631   0.00000000   0.00000000   90.00000000   -39.40914990   10.0000
 "MMM"   1.08643631   1.08643631   1.08643631   0.00000000   0.00000000   115.00000000   -39.34395765   110.0000
 "MMM"   1.08643631   1.08643631   1.08643631   0.00000000   0.00000000   120.00000000   -39.30978243   111.0000
 "MMM"   1.08643631   1.08643631   1.08643631   0.00000000   0.00000000   130.00000000   -39.21986989   112.0000
 "MMM"   1.08643631   1.08643631   1.08643631   0.00000000   0.00000000   140.00000000   -39.09752994   113.0000
 "MMM"   1.08643631   1.08643631   1.08643631   0.00000000   0.00000000   150.00000000   -38.98398357   114.0000
 "MMM"   0.93643631   1.08643631   1.08643631   0.00000000   0.00000000   90.00000000   -39.39981298   11.0000
 "MMM"   1.28643631   1.08643631   1.08643631   0.00000000   0.00000000   90.00000000   -39.40227599   12.0000
 "MMM"   0.88643631   1.08643631   1.08643631   0.00000000   0.00000000   90.00000000   -39.38054196   13.0000
 "MMM"   1.38643631   1.08643631   1.08643631   0.00000000   0.00000000   90.00000000   -39.38603977   14.0000
 "MMM"   0.78643631   1.08643631   1.08643631   0.00000000   0.00000000   90.00000000   -39.30966568   15.0000
 "MMM"   1.48643631   1.08643631   1.08643631   0.00000000   0.00000000   90.00000000   -39.36817685   16.0000
 "MMM"   1.58643631   1.08643631   1.08643631   0.00000000   0.00000000   90.00000000   -39.35001833   17.0000
 "MMM"   1.68643631   1.08643631   1.08643631   0.00000000   0.00000000   90.00000000   -39.33236960   18.0000
 "MMM"   1.78643631   1.08643631   1.08643631   0.00000000   0.00000000   90.00000000   -39.31570468   19.0000
 "MMM"   1.08643631   1.08643631   1.08643631   0.00000000   0.00000000   90.00000000   -39.41979111   1.0000
 "MMM"   1.08643631   1.06143631   1.08643631   0.00000000   0.00000000   90.00000000   -39.41929610   20.0000
 "MMM"   1.08643631   1.11143631   1.08643631   0.00000000   0.00000000   90.00000000   -39.41947914   21.0000
 "MMM"   1.08643631   1.13643631   1.08643631   0.00000000   0.00000000   90.00000000   -39.41846734   22.0000
 "MMM"   1.08643631   1.03643631   1.08643631   0.00000000   0.00000000   90.00000000   -39.41787238   23.0000
 "MMM"   1.08643631   0.98643631   1.08643631   0.00000000   0.00000000   90.00000000   -39.41166550   24.0000
 "MMM"   1.08643631   1.18643631   1.08643631   0.00000000   0.00000000   90.00000000   -39.41471056   25.0000
 "MMM"   1.08643631   1.21143631   1.08643631   0.00000000   0.00000000   90.00000000   -39.41212222   26.0000
 "MMM"   1.08643631   0.96143631   1.08643631   0.00000000   0.00000000   90.00000000   -39.40654458   27.0000
 "MMM"   1.08643631   1.23643631   1.08643631   0.00000000   0.00000000   90.00000000   -39.40914990   28.0000
 "MMM"   1.08643631   0.93643631   1.08643631   0.00000000   0.00000000   90.00000000   -39.39981298   29.0000
 "MMM"   1.06143631   1.08643631   1.08643631   0.00000000   0.00000000   90.00000000   -39.41929610   2.0000
 "MMM"   1.08643631   1.28643631   1.08643631   0.00000000   0.00000000   90.00000000   -39.40227599   30.0000
 "MMM"   1.08643631   0.88643631   1.08643631   0.00000000   0.00000000   90.00000000   -39.38054196   31.0000
 "MMM"   1.08643631   1.38643631   1.08643631   0.00000000   0.00000000   90.00000000   -39.38603977   32.0000
 "MMM"   1.08643631   0.78643631   1.08643631   0.00000000   0.00000000   90.00000000   -39.30966568   33.0000
 "MMM"   1.08643631   1.48643631   1.08643631   0.00000000   0.00000000   90.00000000   -39.36817685   34.0000
 "MMM"   1.08643631   1.58643631   1.08643631   0.00000000   0.00000000   90.00000000   -39.35001833   35.0000
 "MMM"   1.08643631   1.68643631   1.08643631   0.00000000   0.00000000   90.00000000   -39.33236960   36.0000
 "MMM"   1.08643631   1.78643631   1.08643631   0.00000000   0.00000000   90.00000000   -39.31570468   37.0000
 "MMM"   1.08643631   1.08643631   1.06143631   0.00000000   0.00000000   90.00000000   -39.41929610   38.0000
 "MMM"   1.08643631   1.08643631   1.11143631   0.00000000   0.00000000   90.00000000   -39.41947914   39.0000
 "MMM"   1.11143631   1.08643631   1.08643631   0.00000000   0.00000000   90.00000000   -39.41947914   3.0000
 "MMM"   1.08643631   1.08643631   1.13643631   0.00000000   0.00000000   90.00000000   -39.41846734   40.0000
 "MMM"   1.08643631   1.08643631   1.03643631   0.00000000   0.00000000   90.00000000   -39.41787238   41.0000
 "MMM"   1.08643631   1.08643631   0.98643631   0.00000000   0.00000000   90.00000000   -39.41166550   42.0000
 "MMM"   1.08643631   1.08643631   1.18643631   0.00000000   0.00000000   90.00000000   -39.41471056   43.0000
 "MMM"   1.08643631   1.08643631   1.21143631   0.00000000   0.00000000   90.00000000   -39.41212222   44.0000
 "MMM"   1.08643631   1.08643631   0.96143631   0.00000000   0.00000000   90.00000000   -39.40654458   45.0000
 "MMM"   1.08643631   1.08643631   1.23643631   0.00000000   0.00000000   90.00000000   -39.40914990   46.0000
 "MMM"   1.08643631   1.08643631   0.93643631   0.00000000   0.00000000   90.00000000   -39.39981298   47.0000
 "MMM"   1.08643631   1.08643631   1.28643631   0.00000000   0.00000000   90.00000000   -39.40227599   48.0000
 "MMM"   1.08643631   1.08643631   0.88643631   0.00000000   0.00000000   90.00000000   -39.38054196   49.0000
 "MMM"   1.13643631   1.08643631   1.08643631   0.00000000   0.00000000   90.00000000   -39.41846734   4.0000
 "MMM"   1.08643631   1.08643631   1.38643631   0.00000000   0.00000000   90.00000000   -39.38603977   50.0000
 "MMM"   1.08643631   1.08643631   0.78643631   0.00000000   0.00000000   90.00000000   -39.30966568   51.0000
 "MMM"   1.08643631   1.08643631   1.48643631   0.00000000   0.00000000   90.00000000   -39.36817685   52.0000
 "MMM"   1.08643631   1.08643631   1.58643631   0.00000000   0.00000000   90.00000000   -39.35001833   53.0000
 "MMM"   1.08643631   1.08643631   1.68643631   0.00000000   0.00000000   90.00000000   -39.33236960   54.0000
 "MMM"   1.08643631   1.08643631   1.78643631   0.00000000   0.00000000   90.00000000   -39.31570468   55.0000
 "MMM"   1.08643631   1.08643631   1.08643631   1.00000000   0.00000000   90.00000000   -39.41977601   56.0000
 "MMM"   1.08643631   1.08643631   1.08643631   -1.00000000   0.00000000   90.00000000   -39.41977592   57.0000
